;issn;journal_name;citation_count_sum;paper_count_sum;avg_cites_per_paper;ranking;proj_ai
2239;2090-021X;journal of nucleic acids;560.0;184.0;3.0434782608695654;D;0.753
2240;2035-6005;journal of nucleic acids investigation;21.0;27.0;0.7777777777777778;B;0.135
2241;2090-0732;journal of nutrition and metabolism;752.0;212.0;3.547169811320755;A;0.9129999999999999
2242;2090-0716;journal of obesity;1759.0;455.0;3.865934065934066;;1.018
2243;1348-9585;journal of occupational health;531.0;262.0;2.0267175572519083;D;0.452
2244;1745-6673;journal of occupational medicine and toxicology;351.0;163.0;2.1533742331288344;;0.488
2245;1573-3688;journal of occupational rehabilitation;928.0;301.0;3.0830564784053163;D;0.7659999999999999
2246;1993-5021;journal of ocean university of china;265.0;351.0;0.7549857549857549;D;0.13
2247;2001-7367;journal of official statistics;168.0;136.0;1.2352941176470589;;0.242
2248;1347-3352;journal of oleo science;743.0;506.0;1.4683794466403162;C;0.301
2249;1687-8469;journal of oncology;1445.0;403.0;3.5856079404466503;B;0.9259999999999999
2250;2090-004X;journal of ophthalmology;809.0;393.0;2.05852417302799;C;0.461
2251;2090-0058;journal of ophthalmology;809.0;393.0;2.05852417302799;D;0.461
2252;1573-2878;journal of optimization theory and applications;1521.0;823.0;1.8481166464155527;A;0.402
2253;1998-393X;journal of oral and maxillofacial pathology;516.0;368.0;1.4021739130434785;C;0.284
2254;2000-2297;journal of oral microbiology;359.0;85.0;4.223529411764706;B;1.138
2255;2193-7206;journal of ornithology;1254.0;636.0;1.9716981132075468;B;0.436
2256;1749-799X;journal of orthopaedic surgery and research;881.0;359.0;2.4540389972144845;D;0.575
2257;1590-9999;journal of orthopaedics and traumatology;450.0;189.0;2.380952380952381;D;0.5529999999999999
2258;2042-0064;journal of osteoporosis;254.0;130.0;1.9538461538461536;B;0.431
2259;1757-2215;journal of ovarian research;875.0;298.0;2.936241610738255;C;0.72
2260;1178-7090;journal of pain research;872.0;288.0;3.0277777777777777;B;0.7490000000000001
2261;1573-0417;journal of paleolimnology;1231.0;466.0;2.6416309012875536;C;0.63
2262;0825-8597;journal of palliative care;198.0;155.0;1.2774193548387096;;0.253
2263;2090-0031;journal of parasitology research;313.0;160.0;1.95625;D;0.4320000000000001
2264;2153-3539;journal of pathology informatics;517.0;217.0;2.3824884792626726;B;0.5539999999999999
2265;1998-3948;journal of pediatric neurosciences;265.0;353.0;0.7507082152974505;D;0.13
2266;1612-4766;journal of pest science;960.0;313.0;3.0670926517571884;D;0.7609999999999999
2267;1349-0923;journal of pesticide science;165.0;188.0;0.8776595744680851;B;0.158
2268;1939-8042;journal of pharmaceutical innovation;175.0;109.0;1.6055045871559632;A;0.337
2269;2093-6214;journal of pharmaceutical investigation;175.0;174.0;1.0057471264367817;D;0.187
2270;1573-8744;journal of pharmacokinetics and pharmacodynamics;484.0;230.0;2.1043478260869564;C;0.474
2271;1347-8648;journal of pharmacological sciences;1678.0;754.0;2.225464190981433;D;0.508
2272;0976-5018;journal of pharmacology and pharmacotherapeutics;545.0;297.0;1.835016835016835;B;0.39899999999999997
2273;0975-7406;journal of pharmacy and bioallied sciences;798.0;448.0;1.78125;;0.384
2274;1482-1826;journal of pharmacy and pharmaceutical sciences;630.0;226.0;2.7876106194690267;;0.675
2275;2328-2150;journal of pharmacy and pharmacology;2255.0;887.0;2.5422773393461107;A;0.601
2276;1863-7345;journal of phase equilibria and diffusion;264.0;302.0;0.8741721854304636;C;0.157
2277;1573-0433;journal of philosophical logic;249.0;170.0;1.464705882352941;D;0.3
2278;0915-5287;journal of physical therapy science;2476.0;1244.0;1.990353697749196;A;0.442
2279;1880-6805;journal of physiological anthropology;268.0;136.0;1.9705882352941173;D;0.436
2280;1877-8755;journal of physiology and biochemistry;813.0;351.0;2.3162393162393164;C;0.534
2281;1899-1505;journal of physiology and pharmacology;966.0;418.0;2.311004784688995;D;0.5329999999999999
2282;1836-9553;journal of physiotherapy;679.0;245.0;2.771428571428572;C;0.67
2283;1867-0725;journal of plant biology;369.0;230.0;1.6043478260869566;A;0.337
2284;1861-3837;journal of plant diseases and protection;102.0;134.0;0.7611940298507462;C;0.132
2285;1435-8107;journal of plant growth regulation;890.0;310.0;2.870967741935484;;0.7
2286;1899-007X;journal of plant protection research;330.0;306.0;1.0784313725490196;B;0.204
2287;1618-0860;journal of plant research;859.0;378.0;2.272486772486773;A;0.522
2288;1936-6469;journal of police and criminal psychology;107.0;65.0;1.646153846153846;;0.348
2289;1073-0451;journal of political ecology;20.0;9.0;2.2222222222222223;D;0.507
2290;1572-8935;journal of polymer research;2882.0;1198.0;2.4056761268781304;A;0.56
2291;1572-8900;journal of polymers and the environment;1274.0;501.0;2.5429141716566868;D;0.601
2292;1874-7876;journal of population ageing;92.0;67.0;1.3731343283582091;;0.27699999999999997
2293;1432-1475;journal of population economics;804.0;270.0;2.9777777777777783;;0.733
2294;1835-9469;journal of population research;102.0;79.0;1.2911392405063291;C;0.256
2295;1573-4854;journal of porous materials;904.0;574.0;1.5749128919860629;;0.32899999999999996
2296;0022-3859;journal of postgraduate medicine;445.0;338.0;1.316568047337278;D;0.263
2297;0972-2823;journal of postgraduate medicine;445.0;338.0;1.316568047337278;D;0.263
2298;1349-0486;journal of poultry science;236.0;221.0;1.0678733031674208;A;0.20199999999999999
2299;2090-2735;journal of pregnancy;476.0;148.0;3.216216216216216;C;0.8079999999999999
2300;1687-9538;journal of probability and statistics;102.0;127.0;0.8031496062992126;D;0.141
2301;1573-0441;journal of productivity analysis;611.0;222.0;2.7522522522522523;D;0.664
2302;0974-276X;journal of proteomics & bioinformatics;356.0;248.0;1.435483870967742;A;0.293
2303;1488-2434;journal of psychiatry & neuroscience;1315.0;233.0;5.643776824034334;C;1.6380000000000001
2304;1573-6555;journal of psycholinguistic research;182.0;141.0;1.2907801418439715;;0.256
2305;1573-3505;journal of psychopathology and behavioral assessment;886.0;285.0;3.1087719298245613;C;0.774
2306;1613-2238;journal of public health;1765.0;777.0;2.2715572715572714;D;0.521
2307;1573-7799;journal of quantitative criminology;627.0;139.0;4.510791366906475;D;1.236
2308;0449-3060;journal of radiation research;1232.0;626.0;1.9680511182108624;B;0.435
2309;1349-9157;journal of radiation research;1232.0;626.0;1.9680511182108624;D;0.435
2310;1588-2780;journal of radioanalytical and nuclear chemistry;3043.0;2834.0;1.0737473535638673;D;0.203
2311;1943-0922;journal of radiology case reports;299.0;250.0;1.196;D;0.233
2312;0896-5803;journal of real estate research;233.0;107.0;2.1775700934579443;A;0.494
2313;1573-0468;journal of regulatory economics;365.0;139.0;2.62589928057554;;0.626
2314;0748-7711;journal of rehabilitation research and development;1429.0;597.0;2.3936348408710217;;0.557
2315;2199-4676;journal of reliable intelligent environments;;;;B;
2316;1348-4400;journal of reproduction and development;830.0;455.0;1.824175824175824;C;0.396
2317;1443-458X;journal of research and practice in information technology;48.0;55.0;0.8727272727272727;B;0.157
2318;1735-1995;journal of research in medical sciences;1290.0;928.0;1.3900862068965518;D;0.281
2319;1735-7136;journal of research in medical sciences;1290.0;928.0;1.3900862068965518;B;0.281
2320;1044-677X;journal of research of the national institute of standards and technology;126.0;99.0;1.2727272727272727;D;0.252
2321;2165-7254;journal of research of the national institute of standards and technology;126.0;99.0;1.2727272727272727;A;0.252
2322;1712-851X;journal of research practice;93.0;59.0;1.5762711864406782;D;0.32899999999999996
2323;1573-0476;journal of risk and uncertainty;407.0;123.0;3.3089430894308944;B;0.8370000000000001
2324;1863-2491;journal of robotic surgery;162.0;202.0;0.801980198019802;B;0.141
2325;1687-9619;journal of robotics;147.0;100.0;1.47;B;0.302
2326;1319-6103;journal of saudi chemical society;699.0;336.0;2.080357142857143;B;0.467
2327;1099-1425;journal of scheduling;425.0;230.0;1.8478260869565213;A;0.402
2328;1573-1839;journal of science education and technology;742.0;318.0;2.333333333333333;C;0.539
2329;1573-1847;journal of science teacher education;514.0;237.0;2.1687763713080166;D;0.4920000000000001
2330;2223-2559;journal of scientific & industrial research;187.0;147.0;1.272108843537415;B;0.251
2331;1573-7691;journal of scientific computing;1224.0;514.0;2.381322957198444;B;0.5529999999999999
2332;2070-0245;journal of scientific research;219.0;233.0;0.9399141630901288;C;0.172
2333;1573-157X;journal of seismology;438.0;250.0;1.7519999999999998;A;0.376
2334;1687-725X;journal of sensors;331.0;179.0;1.8491620111731844;A;0.40299999999999997
2335;1687-7268;journal of sensors;331.0;179.0;1.8491620111731844;;0.40299999999999997
2336;1941-4722;journal of service science;72.0;54.0;1.3333333333333333;;0.267
2337;1941-4730;journal of service science;72.0;54.0;1.3333333333333333;D;0.267
2338;1939-8115;journal of signal processing systems;2.0;1.0;2.0;D;0.444
2339;2090-1747;journal of signal transduction;460.0;108.0;4.25925925925926;B;1.15
2340;2305-9249;journal of social sciences;249.0;313.0;0.7955271565495208;D;0.139
2341;2305-9494;journal of social sciences;249.0;313.0;0.7955271565495208;C;0.139
2342;1796-217X;journal of software;1326.0;2034.0;0.6519174041297935;;0.10800000000000001
2343;2195-1721;journal of software engineering research and development;12.0;10.0;1.2;B;0.23399999999999999
2344;1941-3300;journal of soil and water conservation;797.0;575.0;1.386086956521739;;0.28
2345;1614-7480;journal of soils and sediments;2049.0;791.0;2.59039190897598;B;0.615
2346;1433-0768;journal of solid state electrochemistry;3952.0;1655.0;2.387915407854985;;0.555
2347;1572-8927;journal of solution chemistry;954.0;675.0;1.413333333333333;A;0.287
2348;2115-7251;journal of space weather and space climate;305.0;95.0;3.210526315789473;D;0.8059999999999999
2349;1948-660X;journal of spatial information science;172.0;47.0;3.6595744680851054;C;0.95
2350;1857-663X;journal of special education and rehabilitation;25.0;27.0;0.925925925925926;D;0.16899999999999998
2351;2095-2546;journal of sport and health science;257.0;113.0;2.274336283185841;D;0.522
2352;1303-2968;journal of sports science and medicine;1187.0;517.0;2.2959381044487426;D;0.528
2353;1572-9613;journal of statistical physics;1720.0;1054.0;1.6318785578747628;D;0.344
2354;1548-7660;journal of statistical software;4938.0;413.0;11.956416464891042;B;4.213
2355;1570-0267;journal of structural and functional genomics;176.0;102.0;1.7254901960784317;A;0.369
2356;1557-1947;journal of superconductivity and novel magnetism;1688.0;1534.0;1.1003911342894397;A;0.21
2357;1558-9293;journal of surfactants and detergents;826.0;442.0;1.8687782805429864;;0.408
2358;1759-6831;journal of systematics and evolution;512.0;286.0;1.7902097902097902;A;0.386
2359;1759-2208;journal of systems chemistry;121.0;30.0;4.033333333333333;D;1.074
2360;1552-7824;journal of the academy of marketing science;2621.0;237.0;11.059071729957807;B;3.819
2361;1558-7118;journal of the american board of family medicine;1432.0;558.0;2.5663082437275984;D;0.608
2362;1551-2916;journal of the american heart association;3885.0;755.0;5.145695364238411;B;1.459
2363;2047-9980;journal of the american heart association;3885.0;755.0;5.145695364238411;C;1.459
2364;1879-1123;journal of the american society for mass spectrometry;3752.0;1150.0;3.262608695652174;D;0.8220000000000001
2365;1536-9323;journal of the association for information systems;329.0;42.0;7.833333333333332;D;2.475
2366;0103-5053;journal of the brazilian chemical society;1703.0;1351.0;1.2605477424130274;D;0.249
2367;1678-4790;journal of the brazilian chemical society;1703.0;1351.0;1.2605477424130274;C;0.249
2368;1806-3691;journal of the brazilian society of mechanical sciences and engineering;234.0;280.0;0.8357142857142857;;0.14800000000000002
2369;1488-2159;journal of the canadian dental association;256.0;180.0;1.4222222222222225;D;0.289
2370;1882-1022;journal of the ceramic society of japan;812.0;793.0;1.0239596469104666;;0.191
2371;0717-9707;journal of the chilean chemical society;324.0;443.0;0.7313769751693002;;0.125
2372;1726-4901;journal of the chinese medical association;675.0;562.0;1.201067615658363;;0.23399999999999999
2373;0929-6646;journal of the formosan medical association;1023.0;618.0;1.6553398058252426;C;0.35
2374;1573-0387;journal of the history of biology;125.0;98.0;1.2755102040816326;D;0.252
2375;1758-2652;journal of the international aids society;2358.0;948.0;2.4873417721518987;D;0.584
2376;1550-2783;journal of the international society of sports nutrition;749.0;286.0;2.6188811188811187;C;0.624
2377;1735-2428;journal of the iranian chemical society;919.0;632.0;1.4541139240506329;A;0.298
2378;1349-273X;journal of the japan petroleum institute;145.0;174.0;0.8333333333333334;D;0.14800000000000002
2379;1868-7873;journal of the knowledge economy;278.0;133.0;2.0902255639097747;A;0.47
2380;1976-8524;journal of the korean physical society;1863.0;2503.0;0.7443068318018378;;0.128
2381;1536-5050;journal of the medical library association;413.0;254.0;1.6259842519685042;;0.342
2382;1558-9439;journal of the medical library association;413.0;254.0;1.6259842519685042;;0.342
2383;0026-1165;journal of the meteorological society of japan;505.0;289.0;1.7474048442906571;C;0.375
2384;2186-9057;journal of the meteorological society of japan;505.0;289.0;1.7474048442906571;D;0.375
2385;1476-9360;journal of the operations research society of japan;26.0;45.0;0.5777777777777777;D;0.09300000000000001
2386;2042-8189;journal of the royal college of physicians of edinburgh;284.0;242.0;1.1735537190082646;;0.22699999999999998
2387;1820-7421;journal of the serbian chemical society;724.0;650.0;1.1138461538461542;C;0.213
2388;1021-2019;journal of the south african institution of civil engineering;41.0;55.0;0.7454545454545455;B;0.128
2389;1314-8710;journal of theoretical and applied mechanics;353.0;344.0;1.0261627906976745;D;0.192
2390;1572-9230;journal of theoretical probability;286.0;250.0;1.1440000000000001;;0.22
2391;1588-2926;journal of thermal analysis and calorimetry;6085.0;3483.0;1.7470571346540338;B;0.375
2392;1993-033X;journal of thermal science;208.0;300.0;0.6933333333333334;D;0.11699999999999999
2393;1544-1016;journal of thermal spray technology;1496.0;688.0;2.1744186046511627;D;0.494
2394;1687-9252;journal of thermodynamics;84.0;58.0;1.4482758620689655;D;0.29600000000000004
2395;1573-742X;journal of thrombosis and thrombolysis;1416.0;666.0;2.126126126126126;D;0.48
2396;2042-0072;journal of thyroid research;430.0;167.0;2.5748502994011977;D;0.61
2397;2041-7314;journal of tissue engineering;330.0;88.0;3.75;D;0.98
2398;1881-915X;journal of toxicologic pathology;176.0;161.0;1.093167701863354;D;0.20800000000000002
2399;1880-3989;journal of toxicological sciences;854.0;515.0;1.6582524271844659;B;0.35100000000000003
2400;1687-8205;journal of toxicology;520.0;177.0;2.9378531073446332;C;0.721
2401;1479-5876;journal of translational medicine;5718.0;1405.0;4.0697508896797165;B;1.0859999999999999
2402;2090-0015;journal of transplantation;342.0;168.0;2.0357142857142856;C;0.45399999999999996
2403;1938-7849;journal of transport and land use;210.0;103.0;2.0388349514563107;C;0.455
2404;1938-775X;journal of transportation security;117.0;86.0;1.3604651162790695;A;0.27399999999999997
2405;1752-2897;journal of trauma management & outcomes;100.0;59.0;1.6949152542372878;A;0.361
2406;1687-9694;journal of tropical medicine;431.0;268.0;1.6082089552238803;B;0.33799999999999997
2407;2196-064X;journal of trust management;23.0;9.0;2.555555555555556;D;0.605
2408;1876-7931;journal of ultrasound;229.0;175.0;1.3085714285714285;;0.261
2409;0948-6968;journal of universal computer science;803.0;537.0;1.495344506517691;D;0.308
2410;0972-9062;journal of vector borne diseases;345.0;248.0;1.3911290322580645;A;0.281
2411;1678-9199;journal of venomous animals and toxins including tropical diseases;390.0;265.0;1.4716981132075468;B;0.302
